x,y_smooth_true,y_smooth,y_hfreq_true,y_hfreq,y_bump_true,y_bump,y_rough_true,y_rough
-0.9985053999052234,0.9999972441246527,0.9912165573641242,0.29944187539471967,0.2906611886341911,4.677646639141429e-05,-0.00873391029413717,0.9985053999052234,0.9897247131446948
-0.9984371971258639,0.9999969868694913,1.028462794715404,0.30136962651731747,0.32983543436323004,4.68402179558914e-05,0.028512648063868485,0.9984371971258639,1.0269030049717764
-0.9917091915372438,0.9999151997008505,1.0004598598105563,0.37126434120945584,0.3718090013191616,5.355126139988487e-05,0.0005982113711056456,0.9917091915372438,0.9922538516469496
-0.9893376312936228,0.9998597486664823,0.9085265660750161,0.3599471799303732,0.268613997338907,5.6127229607951e-05,-0.0912770553618582,0.9893376312936228,0.8980044487021567
-0.9880012102063684,0.9998223882096549,0.964545783318862,0.3523869836584585,0.31711037876766557,5.763019472191073e-05,-0.03521897469607099,0.9880012102063684,0.9527246053155756
-0.9873081343668257,0.9998012778372054,0.9515000697046677,0.34904698186395017,0.3007457737314125,5.842460012140765e-05,-0.04824278353241628,0.9873081343668257,0.939006926234288
-0.9871304736610869,0.9997956756648438,0.9357959265026992,0.34830343340103437,0.2843036842388897,5.8629901893596315e-05,-0.0639411192602511,0.9871304736610869,0.9231307244989422
-0.9855413502385362,0.9997421028363697,0.9276332370656182,0.3446218615884701,0.27251299581771865,6.049695466561195e-05,-0.07204836881608581,0.9855413502385362,0.9134324844677848
-0.9845511612593061,0.999705571310713,0.9959773620892447,0.3458957780448208,0.3421675688233524,6.16886936276661e-05,-0.0036665205278407086,0.9845511612593061,0.9808229520378378
-0.9839598658655582,0.9996826030314244,1.0270804632511916,0.3482901818325596,0.3756880420523267,6.241092758654294e-05,0.02746027114735364,0.9839598658655582,1.0113577260853253
-0.9830086157925801,0.9996438429892152,0.9994999982853721,0.35504828213406614,0.3549044374302231,6.358967858264642e-05,-8.025502526041095e-05,0.9830086157925801,0.982864771088737
-0.9828044791432451,0.9996352342740252,0.9555715978899885,0.35699805018835107,0.31293441380431425,6.38453731653714e-05,-0.04399979101087144,0.9828044791432451,0.9387408427592083
-0.9802004611953838,0.9995164015504888,0.9472513044092886,0.39885930616764437,0.3465942090264442,6.719380909265841e-05,-0.0521979033321075,0.9802004611953838,0.9279353640541836
-0.9788843510968466,0.9994499795880106,0.948036803828443,0.43253290402844224,0.38111972826887464,6.89488434080649e-05,-0.051344226916159516,0.9788843510968466,0.927471175337279
-0.9787911396606892,0.999445113377384,1.0055518455916153,0.4352360844860299,0.4413428167002612,6.90747745652697e-05,0.006175806988796552,0.9787911396606892,0.9848978718749205
-0.976209750318423,0.9993018363760882,0.9316233397483884,0.5257050309190542,0.4580265342913544,7.265017448955581e-05,-0.06760584645321022,0.976209750318423,0.9085312536907233
-0.9761535481858477,0.999298534179606,0.942883350691315,0.5279838096665823,0.47156862617829126,7.272993508411291e-05,-0.056342453553206925,0.9761535481858477,0.9197383646975567
-0.9751656401637017,0.9992392173102171,0.9700758027229256,0.5698742625145126,0.540710847927221,7.414556832200314e-05,-0.029089269018969532,0.9751656401637017,0.9460022255764101
-0.9734184147597145,0.9991284176726378,0.970624430160157,0.650985359956639,0.6224813724441581,7.671340431651393e-05,-0.028427274108164296,0.9734184147597145,0.9449144272472336
-0.9718560721350347,0.9990229687744764,0.9279525364942663,0.7282713603896726,0.6572009281094625,7.908065717370102e-05,-0.07099135162303635,0.9718560721350347,0.9007856398548246
-0.9711655920295272,0.9989744482257927,0.987322751637999,0.7629663926313364,0.7513146960435426,8.014876629966533e-05,-0.011571547821494069,0.9711655920295272,0.9595138954417335
-0.9711535132448941,0.9989735889819613,0.9691624769130405,0.7635733275380334,0.7337622154691126,8.016757209075257e-05,-0.029730944496830145,0.9711535132448941,0.9413424011759732
-0.9686623716501208,0.9987886927600185,1.0037070448970773,0.885613311512303,0.8905316636493619,8.413668303886e-05,0.005002488820097649,0.9686623716501208,0.9735807237871796
-0.9656071830124542,0.998541052630017,0.9268345474467847,1.0122163779258015,0.9405098727425693,8.925864146516577e-05,-0.07161724654176709,0.9656071830124542,0.8939006778292219
-0.9642147278510185,0.998420556662737,0.961343321825532,1.0554319720507155,1.0183547372135104,9.16897085962864e-05,-0.036985545128608716,0.9642147278510185,0.9271374930138134
-0.9629511752259419,0.9983070814826903,0.9053274826405945,1.084632885758363,0.9916532869162671,9.394982839245601e-05,-0.09288564901370337,0.9629511752259419,0.869971576383846
-0.9626187516463496,0.9982765742619862,0.9246425998366632,1.0905984433374742,1.016964468912151,9.455313463483292e-05,-0.07353942129068827,0.9626187516463496,0.8889847772210264
-0.9617935877322985,0.9981996708289963,1.0121290740357458,1.1021696405856516,1.1160990437924012,9.606658107488763e-05,0.014025469787824471,0.9617935877322985,0.9757229909390481
-0.9592541998333997,0.9979524844891174,0.9144897156553057,1.1077864209086994,1.0243236520748875,0.0001008691728610567,-0.08336189966095074,0.9592541998333997,0.8757914309995879
-0.9592464834258903,0.9979517091668181,0.875837668237115,1.1077338649934116,0.9856198240637085,0.0001008841065712654,-0.12201315682313184,0.9592464834258903,0.8371324424961871
-0.9497907803644041,0.9968914949876525,1.0265584705742115,0.7991706035842779,0.828837579170837,0.00012084216750157337,0.029787817754060603,0.9497907803644041,0.9794577559509632
-0.9476986404445611,0.9966271934537826,0.995994106151254,0.7020985634446268,0.7014654761420982,0.00012573586875501487,-0.0005073514337735751,0.9476986404445611,0.9470655531420324
-0.9462037798720095,0.9964317536108513,0.9167224598051184,0.6376924077138831,0.5579831139081501,0.00012934647123674398,-0.07957994733449622,0.9462037798720095,0.8664944860662765
-0.9455778388155072,0.9963482853832399,1.031508536353842,0.6128336472231495,0.6479938981937516,0.00013088722379633736,0.03529113819439846,0.9455778388155072,0.9807380897861093
-0.9452474758951888,0.996303843680468,0.9481607098865616,0.6003275571906894,0.5521844233967831,0.0001317073809846836,-0.048011426412921644,0.9452474758951888,0.8971043421012824
-0.942903629927178,0.9959808369562935,0.9416777112123644,0.5263607318398331,0.4720576060959041,0.00013766703841849962,-0.05416545870551055,0.942903629927178,0.888600504183249
-0.9428113249408605,0.9959678400196321,0.9789336565707419,0.5240447094098127,0.5070105259609226,0.00013790687156238975,-0.01689627657732779,0.9428113249408605,0.9257771414919703
-0.9413289845895825,0.9957562523070218,0.9312173872471468,0.49382761393575314,0.42928874887587815,0.0001418128152693448,-0.06439705224460565,0.9413289845895825,0.8767901195297074
-0.9412699858254654,0.9957477191643914,0.9155182376400919,0.49290595578202,0.41267647425772047,0.00014197041570723504,-0.08008751110859233,0.9412699858254654,0.8610405043011659
-0.9406480305305032,0.9956572439098063,1.0115857900654726,0.4845428990195536,0.5004714451752199,0.0001436418982434755,0.01607218805390979,0.9406480305305032,0.9565765766861695
-0.9393820511626638,0.9954701473239113,0.9767529255972031,0.4752781030427633,0.4565608813160551,0.00014710169899879923,-0.018570120027709382,0.9393820511626638,0.9206648294359556
-0.933590954742318,0.9945641135494289,0.9591851783437106,0.5585423872700722,0.523163452064354,0.0001639546475412556,-0.03521498055817691,0.933590954742318,0.8982120195365999
-0.9266592500717281,0.9933714265197696,1.0461631883717142,0.8091944318551323,0.861986193707077,0.00018651970690068407,0.052978281558845326,0.9266592500717281,0.9794510119236728
-0.9264483489032334,0.9933332914773811,0.976903109615843,0.816641162966368,0.8002109811048299,0.00018725009432003442,-0.016242931767218118,0.9264483489032334,0.9100181670416952
-0.9263114479746009,0.9933084787702612,1.0605319485641571,0.821417515773478,0.888640985567374,0.00018772564680578284,0.0674111954407018,0.9263114479746009,0.9935349177684969
-0.92468472335746,0.9930101264991622,1.0004177967964767,0.8739704061160575,0.881378076413372,0.00019346414184945112,0.007601134439163928,0.92468472335746,0.9320923936547745
-0.9243145033888625,0.9929413198781821,1.0035105765518093,0.8846563857254391,0.8952256423990663,0.00019479301752028269,0.010764049691147519,0.9243145033888625,0.9348837600624897
-0.9241500199529571,0.9929106423415137,0.9334850765293623,0.8892311599777326,0.8298055941655812,0.00019538617096940078,-0.05923017964118205,0.9241500199529571,0.8647244541408057
-0.9206068724349643,0.9922337273010358,0.983613629309033,0.9574644821085934,0.9488443841165906,0.00020858370473206495,-0.0084115142872707,0.9206068724349643,0.9119867744429615
-0.9194347675307393,0.9920030312826659,0.9355769239269202,0.9658089833739919,0.9093828760182462,0.0002131311364863765,-0.056212976219259345,0.9194347675307393,0.8630086601749936
-0.9192676762280647,0.9919698701668023,0.9007685250178387,0.9663953093687594,0.8751939642197958,0.0002137869487199267,-0.0909875582002437,0.9192676762280647,0.8280663310791011
-0.9186332662452443,0.9918433422379109,0.9084996172409255,0.967259472670854,0.8839157476738686,0.0002162942565501387,-0.08312743074043526,0.9186332662452443,0.8352895412482589
-0.9180797987932674,0.9917321531539751,0.9747077921008466,0.9662739011670258,0.9492495401138973,0.00021850423323941675,-0.016805856819889144,0.9180797987932674,0.9010554377401389
-0.9166900413153478,0.9914496532112124,0.9668720630261419,0.9569361118902717,0.9323585217052013,0.00022414748256205982,-0.024353442702508422,0.9166900413153478,0.8921124511302774
-0.9146135648064933,0.9910187586649889,0.9958881569253241,0.9266259375096388,0.931495335769974,0.00023283518172416531,0.005102233442059353,0.9146135648064933,0.9194829630668284
-0.9116866721794565,0.990393488912314,0.989287972491253,0.8600414081496922,0.8589358917286312,0.00024561976653474354,-0.0008598966545263253,0.9116866721794565,0.9105811557583955
-0.9105756355941079,0.9901506567613292,0.9198803535648702,0.8309940073258704,0.7607237041294114,0.00025064326584649173,-0.07001965993061253,0.9105756355941079,0.8403053323976489
-0.9089261499921453,0.9897845772274657,1.0397377841253443,0.7878334181955475,0.837786625093426,0.00025827969750537137,0.050211486595383915,0.9089261499921453,0.9588793568900238
-0.9088660543226192,0.9897711143919143,0.9475891570141993,0.78630391484055,0.7441219574628349,0.0002585620001327153,-0.04192339537758234,0.9088660543226192,0.8666840969449042
-0.9049073745546927,0.9888648570764944,0.9828002970683214,0.7051614467834731,0.6990968867753001,0.0002778098794129873,-0.005786750128760027,0.9049073745546927,0.8988428145465197
-0.9048292747736011,0.9888465930214897,0.8949756885112516,0.7041172054200345,0.6102463009097965,0.0002782028136182271,-0.09359270169661987,0.9048292747736011,0.8109583702633629
-0.9045484340071417,0.9887807939193518,0.9878296207878541,0.7005902315404632,0.6996390584089655,0.00027962009080853144,-0.0006715530406892045,0.9045484340071417,0.903597260875644
-0.9031434570182508,0.9884487282412753,0.9976606680456147,0.688680879404655,0.6978928192089945,0.0002868127369819236,0.009498752541321313,0.9031434570182508,0.9123553968225903
-0.9023253746095306,0.9882531569817549,0.9250688343684841,0.6865002052609573,0.6233158826476866,0.00029108046510053885,-0.06289324214817019,0.9023253746095306,0.8391410519962599
-0.9019569156107277,0.9881645399104462,0.9636805533326317,0.686730056535043,0.6622460699572286,0.00029302202644862496,-0.024190964551365886,0.9019569156107277,0.8774729290329132
-0.9007319406852381,0.9878675451103932,0.9622369127489275,0.6930879324783454,0.6674573001168798,0.0002995646542630772,-0.025331067707202573,0.9007319406852381,0.8751013083237724
-0.8973460689236266,0.9870276184117601,1.0032102618275818,0.7556190588190231,0.7718017022348448,0.00031836893518523613,0.01650101235100693,0.8973460689236266,0.9135287123394482
-0.8928727474837006,0.9858751240827003,0.9336445739960614,0.9219737844780674,0.8697432343914285,0.00034491331547696635,-0.05188563677116198,0.8928727474837006,0.8406421973970617
-0.8924988272366818,0.9857765830194034,0.9402429389913896,0.9386063885829752,0.8930727445549613,0.0003472236135241302,-0.04518642041448969,0.8924988272366818,0.846965183208668
-0.8923394796046165,0.9857344860004669,0.9544619912341533,0.9457611779654419,0.9144886831991283,0.00034821255702171183,-0.030924282209291862,0.8923394796046165,0.8610669848383029
-0.8921179179475105,0.9856758504290125,0.8589063404594389,0.9557654899978949,0.8289959800283213,0.00034959200087744235,-0.12641991796869617,0.8921179179475105,0.7653484079779369
-0.891778557346967,0.9855858082759498,0.9059834083117289,0.9711930652697829,0.891590665305562,0.0003517147945878297,-0.0792506851696331,0.891778557346967,0.8121761573827461
-0.8895018486885156,0.9849744910462295,0.974868110235694,1.0751314601400277,1.0650250793294922,0.00036627161284145883,-0.009740109197694087,0.8895018486885156,0.8793954678779801
-0.8890550665056955,0.9848530470511024,0.9243484136713096,1.0949849636303153,1.0344803302505226,0.0003691937024398879,-0.060135439677352936,0.8890550665056955,0.8285504331259027
-0.8885986702961117,0.9847284889415464,0.89116761302652,1.1148586129918625,1.0212977370768361,0.00037220120787877876,-0.09318867470714762,0.8885986702961117,0.7950377943810853
-0.8808705523655163,0.9825425687741531,0.9579315146436965,1.3083570118063124,1.2837459576758559,0.0004267427009485271,-0.024184311429508037,0.8808705523655163,0.8562594982350596
-0.8805884186919399,0.9824600250285951,0.9264563308879818,1.3081638469192043,1.252160152778591,0.0004288687493819651,-0.05557482539123131,0.8805884186919399,0.8245847245513267
-0.8802781397995636,0.9823690240545122,0.9188946539768706,1.3072593176873584,1.2437849476097167,0.0004312183282349121,-0.06304315174940667,0.8802781397995636,0.816803769721922
-0.8798233242125026,0.9822352105254621,0.8985136704164611,1.3046183808012106,1.2208968406922096,0.0004346841779409156,-0.08328685593106007,0.8798233242125026,0.7961017841035016
-0.8794503887429279,0.9821251132701196,0.9312361426287957,1.3012848608078946,1.2503958901665706,0.0004375454978006161,-0.05045142514352331,0.8794503887429279,0.828561418101604
